4000,1500
1000
wall,1695,945
wall,1725,945
wall,1755,945
wall,1785,945
wall,1815,945
wall,1845,945
wall,1875,945
wall,1905,945
wall,1125,915
wall,1155,915
wall,1185,915
wall,1215,915
wall,1245,915
wall,1275,915
wall,1305,915
wall,1215,465
wall,1245,465
wall,1275,465
wall,1305,465
wall,1035,465
wall,1515,675
wall,1545,675
wall,1545,645
wall,1515,645
wall,1515,615
wall,1545,615
wall,1545,585
wall,1515,585
wall,1515,555
wall,1545,555
wall,1545,525
wall,1515,525
wall,1515,495
wall,1545,495
wall,1545,465
wall,1515,465
wall,1695,525
wall,1725,495
wall,1695,495
wall,1695,465
wall,1725,465
wall,1395,465
wall,1425,465
wall,1455,465
wall,1485,465
wall,1575,465
wall,1605,465
wall,1635,465
wall,1665,465
wall,1725,525
wall,1545,735
wall,1515,735
wall,1515,705
wall,1545,705
wall,1695,615
wall,1725,615
wall,1725,585
wall,1725,555
wall,1695,555
wall,1695,585
wall,1695,645
wall,1725,645
wall,1695,675
wall,1725,675
wall,1875,795
wall,1875,765
wall,1875,735
wall,1875,615
wall,1875,585
wall,1875,555
wall,1875,525
wall,1875,495
wall,1875,465
wall,1905,465
wall,1905,495
wall,1905,525
wall,1905,555
wall,1905,585
wall,1905,615
wall,1905,735
wall,1905,765
wall,1905,795
wall,1755,465
wall,1785,465
wall,1815,465
wall,1845,465
wall,1935,975
wall,1965,1035
wall,1905,975
wall,1875,975
wall,1875,1005
wall,1905,1005
wall,1935,1005
wall,1965,1065
wall,1935,465
wall,1965,465
wall,1995,465
wall,2025,465
wall,2055,465
wall,2085,465
wall,2115,465
wall,2145,465
wall,2175,465
wall,2205,465
wall,2235,465
wall,2265,465
wall,2295,465
wall,2325,465
wall,2355,465
wall,2385,465
wall,2415,465
wall,2445,465
wall,2475,465
wall,2505,465
wall,2535,465
wall,2565,465
wall,2595,465
wall,2625,465
wall,2655,465
wall,2685,465
wall,2715,465
wall,2745,465
wall,2775,465
wall,2055,495
wall,2085,495
wall,2235,495
wall,2265,495
wall,2415,495
wall,2445,495
wall,2595,495
wall,2625,495
wall,2805,495
wall,2805,465
wall,1875,645
wall,1905,645
wall,1875,675
wall,1905,675
wall,1875,705
wall,1905,705
wall,1695,705
wall,1725,705
wall,1695,735
wall,1725,735
wall,1515,765
wall,1545,765
wall,1515,795
wall,1545,795
wall,1695,765
wall,1695,795
wall,1725,765
wall,1725,795
wall,2835,465
wall,2835,495
wall,1050,450
wall,1080,435
wall,1110,420
wall,1140,405
wall,1170,390
wall,1200,375
wall,1230,360
wall,1260,345
wall,1290,330
wall,1320,315
wall,1350,300
wall,1380,285
wall,1410,270
wall,1440,255
wall,1470,240
wall,1500,225
wall,1530,210
wall,1560,195
wall,1590,180
wall,1620,165
wall,1650,150
wall,1680,135
wall,1710,120
wall,1740,105
wall,1770,90
wall,1800,75
wall,1830,60
wall,1860,45
wall,1890,30
wall,1920,15
wall,1995,1095
wall,1995,1125
wall,2025,1155
wall,2025,1185
wall,2055,1215
wall,2055,1245
wall,2085,1275
wall,2085,1305
wall,2115,1335
wall,2115,1365
wall,2145,1395
wall,2145,1425
wall,2175,1455
wall,2205,1455
wall,2235,1455
wall,2265,1455
wall,2295,1455
wall,2325,1455
wall,2355,1455
wall,2385,1455
wall,2415,1455
wall,2445,1455
wall,2475,1455
wall,2505,1455
wall,2535,1455
wall,2565,1455
wall,2595,1455
wall,2625,1455
wall,2655,1455
wall,2685,1455
wall,2715,1455
wall,2745,1455
wall,2775,1455
wall,2805,1455
wall,2835,1455
wall,2865,1455
wall,2895,1455
wall,2925,1455
wall,2505,1395
wall,2535,1365
wall,2565,1335
wall,2595,1305
wall,2625,1275
wall,2655,1245
wall,2685,1245
wall,2715,1245
wall,2745,1245
wall,2955,1455
wall,2985,1455
wall,3015,1455
wall,2475,1425
wall,2775,1245
wall,2805,1275
wall,2835,1305
wall,2865,1335
wall,2895,1365
wall,2925,1395
wall,2955,1425
wall,3045,1455
wall,3075,1455
wall,3105,1455
wall,3135,1455
wall,3165,1455
wall,3195,1455
wall,3225,1455
wall,3255,1425
wall,3255,1395
wall,3285,1365
wall,3285,1335
wall,3315,1305
wall,3315,1275
wall,3345,1245
wall,3345,1215
wall,3375,1185
wall,3375,1155
wall,3405,1125
wall,3405,1095
wall,3435,1065
wall,3435,1035
wall,3465,1005
wall,3465,975
wall,3495,945
wall,3495,915
wall,3525,915
wall,3555,915
wall,3585,915
wall,3615,915
wall,3705,915
wall,3735,915
wall,3765,915
wall,3795,915
wall,2865,465
wall,2895,465
wall,2925,465
wall,2955,465
wall,2985,465
wall,3015,465
wall,3045,465
wall,3075,465
wall,3105,465
wall,3135,465
wall,3165,465
wall,3195,465
wall,3765,465
wall,3795,465
wall,3735,465
wall,3705,465
wall,3675,465
wall,3645,465
wall,3615,465
wall,3585,465
wall,3555,465
wall,3225,465
wall,3255,465
wall,3285,465
wall,3315,465
wall,3345,465
wall,3375,465
wall,3405,465
wall,3435,465
wall,3465,465
wall,3495,465
wall,3525,465
wall,2985,495
wall,3015,495
wall,3165,495
wall,3195,495
wall,3345,495
wall,3375,495
wall,3525,495
wall,3555,495
wall,3705,495
wall,3735,495
wall,3735,525
wall,3705,555
wall,3735,555
wall,3705,585
wall,3735,585
wall,3705,615
wall,3705,645
wall,3735,645
wall,3705,675
wall,3735,675
wall,3705,705
wall,3735,705
wall,3735,735
wall,3705,765
wall,3735,765
wall,3735,795
wall,3735,900
wall,3555,525
wall,3525,555
wall,3555,555
wall,3525,585
wall,3555,615
wall,3525,645
wall,3555,645
wall,3525,675
wall,3555,675
wall,3555,705
wall,3525,705
wall,3525,735
wall,3555,735
wall,3555,765
wall,3525,795
wall,3585,900
wall,3525,615
wall,3540,525
wall,3540,585
wall,3540,765
wall,3645,945
wall,3675,945
wall,3675,930
gravObj_on,2715,1095,0,300000
exit,3795,885
player,7.5,1342.5
